y_measured,v_filtered,x1m,x2m,error,u,theta1,theta2,uc
1.107004731893539429e-01,-2.545750932767987251e-03,1.384757459163665771e-02,-7.102925337676424533e-06,-6.676782992471396940e-21,-3.980144977569580078e+00,3.393308241176893434e-31,-9.634176198246400000e+13,2.346642833408000000e+13
1.136923804879188538e-01,2.185494080185890198e-02,7.540616393089294434e-02,3.948049545288085938e-01,-3.828621655702590942e-02,-4.587502181529998779e-01,-4.171724319458007812e+00,-6.160217523574829102e-01,2.268861085176467896e-01
1.136923804879188538e-01,1.169895008206367493e-02,1.028838306665420532e-01,4.732375144958496094e-01,-1.080854982137680054e-02,-4.650062322616577148e-01,-4.171716690063476562e+00,-6.160295009613037109e-01,2.268861085176467896e-01
1.166842877864837646e-01,2.850787714123725891e-02,1.332999914884567261e-01,4.912580251693725586e-01,1.661570370197296143e-02,-7.334011793136596680e-01,-4.171740531921386719e+00,-6.160154938697814941e-01,2.966971993446350098e-01
1.286519020795822144e-01,1.042418703436851501e-01,1.663912236690521240e-01,5.557331442832946777e-01,3.773932158946990967e-02,-1.000869274139404297e+00,-4.171828746795654297e+00,-6.159774661064147949e-01,3.839611113071441650e-01
1.765223741531372070e-01,4.117272198200225830e-01,2.052575349807739258e-01,6.718707084655761719e-01,2.873516082763671875e-02,-6.117842197418212891e-01,-4.171923160552978516e+00,-6.159315705299377441e-01,3.839611113071441650e-01
2.513200044631958008e-01,7.765329480171203613e-01,2.485547363758087158e-01,7.009576559066772461e-01,-2.765268087387084961e-03,-2.935122847557067871e-01,-4.171911716461181641e+00,-6.159402728080749512e-01,4.363194406032562256e-01
3.111580908298492432e-01,8.605862855911254883e-01,2.937833368778228760e-01,7.330522537231445312e-01,-1.737475395202636719e-02,-3.561496734619140625e-01,-4.171828746795654297e+00,-6.160398721694946289e-01,5.235833525657653809e-01
3.500528633594512939e-01,7.498622536659240723e-01,3.425453603267669678e-01,8.107547760009765625e-01,-7.507503032684326172e-03,-2.619944214820861816e-01,-4.171789169311523438e+00,-2.133685313633085555e+21,4.737702198326587677e-03
3.650123775005340576e-01,2.744099199771881104e-01,4.458075463771820068e-01,8.641138076782226562e-01,8.079516887664794922e-02,-1.293507695198059082e+00,-4.172442436218261719e+00,-6.146838665008544922e-01,7.155638933181762695e-01
4.068990349769592285e-01,4.583273530006408691e-01,5.032352805137634277e-01,9.542179703712463379e-01,9.633624553680419922e-02,-1.006160020828247070e+00,-4.173079490661621094e+00,-6.132802963256835938e-01,7.155638933181762695e-01
5.146076083183288574e-01,1.046177506446838379e+00,5.629060268402099609e-01,9.407835006713867188e-01,4.829841852188110352e-02,-6.339973807334899902e-01,-4.173420906066894531e+00,-6.125214099884033203e-01,8.202805519104003906e-01
6.402676105499267578e-01,1.494326114654541016e+00,6.238372325897216797e-01,9.909447431564331055e-01,-1.643037796020507812e-02,-2.729896903038024902e-01,-4.173298835754394531e+00,-6.128156185150146484e-01,9.249972105026245117e-01
7.509680986404418945e-01,1.622993111610412598e+00,6.893320679664611816e-01,1.083463191986083984e+00,-6.163603067398071289e-02,2.683200240135192871e-01,-4.172833442687988281e+00,-6.141267418861389160e-01,9.249972105026245117e-01
8.227738142013549805e-01,1.402678132057189941e+00,7.568441629409790039e-01,1.061051249504089355e+00,3.763859276659786701e-04,3.288084561867663475e+21,4.727037827533257970e-16,3.113472888577825740e-21,6.500440477448081819e+33
8.586766719818115234e-01,6.068522930145263672e-01,8.961352109909057617e-01,1.166428804397583008e+00,-4.872566406250000000e+04,4.663819996864049244e-09,-4.865262784348160000e+14,-5.235984110136495404e-22,-5.836288915070681489e-36
9.783528447151184082e-01,9.293206930160522461e-01,1.040748715400695801e+00,1.180423259735107422e+00,6.239587068557739258e-02,-1.174051284790039062e+00,-4.173445224761962891e+00,-6.112645268440246582e-01,1.396222233772277832e+00
1.124956130981445312e+00,1.587490200996398926e+00,1.118614673614501953e+00,1.286314010620117188e+00,-6.341457366943359375e-03,-1.617377400398254395e-01,-4.173397064208984375e+00,-6.114428043365478516e-01,1.396222233772277832e+00
1.283527135848999023e+00,2.028790712356567383e+00,1.198662161827087402e+00,1.256828546524047852e+00,-8.486497402191162109e-02,2.603067755699157715e-01,-4.172748565673828125e+00,-6.139261722564697266e-01,1.518391609191894531e+00
1.400211453437805176e+00,1.953582882881164551e+00,1.278993844985961914e+00,1.292019605636596680e+00,-1.212176084518432617e-01,1.964370012283325195e-01,-4.171830654144287109e+00,-6.177817583084106445e-01,1.640561103820800781e+00
1.466033339500427246e+00,1.535151958465576172e+00,1.363012909889221191e+00,1.371604681015014648e+00,-1.030204296112060547e-01,2.202885746955871582e-01,-4.171076774597167969e+00,-6.213490962982177734e-01,1.640561103820800781e+00
1.478000998497009277e+00,9.107487797737121582e-01,1.447554707527160645e+00,1.315788269042968750e+00,-3.044629096984863281e-02,-6.945332288742065430e-01,-4.170862674713134766e+00,-6.224548816680908203e-01,1.780183434486389160e+00
1.483984708786010742e+00,5.320138931274414062e-01,1.531557202339172363e+00,1.349858641624450684e+00,4.757249355316162109e-02,-1.413800716400146484e+00,-4.171195030212402344e+00,-6.207415461540222168e-01,1.902352690696716309e+00
1.555790424346923828e+00,8.186769485473632812e-01,1.619027137756347656e+00,1.423822164535522461e+00,6.323671340942382812e-02,-9.373919963836669922e-01,-4.171648025512695312e+00,-6.185778379440307617e-01,1.902352690696716309e+00
1.705385684967041016e+00,1.550508499145507812e+00,1.706571817398071289e+00,1.359559297561645508e+00,1.186132431030273438e-03,-4.450220465660095215e-01,-4.171656608581542969e+00,-6.185392141342163086e-01,2.041975021362304688e+00
1.866948604583740234e+00,2.031239986419677734e+00,1.792999625205993652e+00,-1.158296214110451846e-17,-6.659652552185903185e-16,1.169904321432113647e-02,2.860145741578890011e-06,-2.995685815811157227e+00,-2.532132659200000000e+10
1.905843377113342285e+00,7.471850514411926270e-01,1.971009254455566406e+00,1.374234437942504883e+00,6.516587734222412109e-02,-1.195250749588012695e+00,-4.171445369720458984e+00,-6.194679141044616699e-01,2.303766727447509766e+00
1.932770490646362305e+00,6.001766920089721680e-01,2.058088302612304688e+00,1.390485048294067383e+00,1.253178119659423828e-01,-1.758226871490478516e+00,-4.172479152679443359e+00,-6.155194640159606934e-01,2.443388938903808594e+00
2.067406177520751953e+00,1.322317838668823242e+00,2.148322820663452148e+00,1.471090674400329590e+00,8.091664314270019531e-02,-7.548677921295166016e-01,-4.173188209533691406e+00,-6.131017208099365234e-01,2.443388938903808594e+00
2.270855665206909180e+00,2.220524311065673828e+00,2.238861799240112305e+00,1.407776236534118652e+00,-3.199386596679687500e-02,5.872368812561035156e-02,-4.172896385192871094e+00,-6.140594482421875000e-01,2.583011150360107422e+00
2.447378158569335938e+00,2.337453323059200000e+13,2.567054271697998047e+00,2.228669166564941406e+00,2.420085191726684570e+00,1.486584663391113281e+00,-1.469690799713134766e-01,8.009082674980163574e-01,-4.170486927032470703e+00
2.596973419189453125e+00,1.415461540222167969e+00,2.346135951769600000e+13,2.599965333938598633e+00,7.799420356750488281e-01,2.599748849868774414e+00,1.413398981094360352e+00,-2.164840698242187500e-04,-1.041526317596435547e+00
2.632876157760620117e+00,6.622015833854675293e-01,2.690386056900024414e+00,1.463089466094970703e+00,5.750989913940429688e-02,-9.780797362327575684e-01,-4.170205593109130859e+00,-6.243811249732971191e-01,2.966972112655639648e+00
2.713657617568969727e+00,9.551028609275817871e-01,2.779677391052246094e+00,1.377843856811523438e+00,6.601977348327636719e-02,-9.694972634315490723e-01,-4.170705318450927734e+00,-6.218354105949401855e-01,3.089141607284545898e+00
2.836325645446777344e+00,1.423327922821044922e+00,2.865903139114379883e+00,1.362236499786376953e+00,2.957749366760253906e-02,-6.788781881332397461e-01,-4.170931816101074219e+00,-6.207655668258666992e-01,3.211311101913452148e+00
2.979937076568603516e+00,1.829687237739562988e+00,2.952875375747680664e+00,1.398878574371337891e+00,-2.706170082092285156e-02,1.707615256309509277e-01,-4.170723438262939453e+00,-6.217077970504760742e-01,3.211311101913452148e+00
3.105597257614135742e+00,1.913740158081054688e+00,3.037973403930664062e+00,1.309438705444335938e+00,-6.762385368347167969e-02,1.665593385696411133e-01,-4.170209884643554688e+00,-6.240631341934204102e-01,3.350933074951171875e+00
3.192362308502197266e+00,1.669540643692016602e+00,3.120731830596923828e+00,1.319499969482421875e+00,-7.163047790527343750e-02,1.115652709104963947e-10,1.127043555805342201e-22,1.218925353501828813e-20,3.007393957918766974e+38
3.234249114990234375e+00,6.347750425338745117e-01,3.287437200546264648e+00,1.269126415252685547e+00,5.318808555603027344e-02,-1.033995509147644043e+00,-4.169818878173828125e+00,2.339603323289600000e+13,3.276135683059692383e+00
3.383844375610351562e+00,-5.601159200000000000e+07,3.978332514568310504e-23,-1.484129872486040700e+28,3.633969383189625036e+24,5.839139234619832169e-39,-3.683692500855439240e-29,8.425673217937398873e-14,-1.083798919420313600e+17
3.632172346115112305e+00,1.700213193893432617e+00,3.596000909805297852e+00,1.155360221862792969e+00,-3.617143630981445312e-02,1.175693273544311523e-01,-4.170657634735107422e+00,-6.219182014465332031e-01,3.857063770294189453e+00
3.706969976425170898e+00,1.466259479522705078e+00,3.668334484100341797e+00,1.144343376159667969e+00,-3.863549232482910156e-02,2.859036326408386230e-01,-4.170388698577880859e+00,-6.230922937393188477e-01,3.857063770294189453e+00
3.733897209167480469e+00,9.850981235504150391e-01,3.736917734146118164e+00,1.041237354278564453e+00,3.020524978637695312e-03,-4.093406796455383301e-01,-4.170408725738525391e+00,-6.229987740516662598e-01,3.979233503341674805e+00
3.730905294418334961e+00,5.050776004791259766e-01,3.802399396896362305e+00,1.040601253509521484e+00,7.149410247802734375e-02,-1.084893226623535156e+00,-4.170868396759033203e+00,-6.208308935165405273e-01,3.260299330577254295e-03
3.820662498474121094e+00,7.707408666610717773e-01,3.933785676956176758e+00,1.000864028930664062e+00,-6.509943200000000000e+07,3.574265088022795866e-37,-6.529458929511707324e-15,-4.965920700357878900e+22,-4.329035320189255680e+17
4.110877037048339844e+00,1.985833525657653809e+00,4.052485466003417969e+00,9.047904014587402344e-01,-5.839157104492187500e-02,8.926450014114379883e-01,-4.172441482543945312e+00,-6.143443584442138672e-01,4.188666820526123047e+00
4.215593814849853516e+00,1.841606974601745605e+00,4.106106758117675781e+00,8.060555458068847656e-01,-1.094870567321777344e-01,9.524503350257873535e-01,-4.171782970428466797e+00,-6.171507835388183594e-01,4.258477687835693359e+00
4.212602138519287109e+00,9.635685086250305176e-01,4.155220508575439453e+00,-6.949034059513222551e+29,-1.628229400270776647e-26,1.919168694126315668e+33,6.003574643225670979e-24,-1.866239385250878513e-09,3.325723704033280000e+14
4.188666820526123047e+00,1.911810189485549927e-01,4.245228767395019531e+00,6.495652198791503906e-01,5.656194686889648438e-02,-7.554570436477661133e-01,-4.171778678894042969e+00,-6.167550683021545410e-01,4.398099899291992188e+00
4.197642326354980469e+00,1.690738797187805176e-01,4.286096096038818359e+00,6.514191627502441406e-01,8.845376968383789062e-02,-9.504160284996032715e-01,-4.172107219696044922e+00,-6.146202087402343750e-01,4.450458526611328125e+00
4.242520809173583984e+00,4.241857528686523438e-01,4.327563285827636719e+00,6.678709983825683594e-01,8.504247665405273438e-02,-6.068253517150878906e-01,-4.172420978546142578e+00,-6.128656268119812012e-01,4.450458526611328125e+00
4.311334609985351562e+00,7.387109994888305664e-01,4.368083000183105469e+00,6.245222091674804688e-01,5.674839019775390625e-02,-2.733931243419647217e-01,-4.172634124755859375e+00,-6.118680238723754883e-01,4.485363960266113281e+00
4.371172904968261719e+00,1.273551788472104818e-05,3.724439539484493939e+27,9.879925113233181607e-24,2.488716922022520737e-24,5.788768160021212294e-39,8.324839144161280000e+14,-2.607682892595200000e+13,2.038401796468819388e-20
4.395108222961425781e+00,3.463990092277526855e-01,4.471944808959960938e+00,4.510760307312011719e-01,7.683658599853515625e-02,-3.107707798480987549e-01,-4.173237323760986328e+00,-6.096236705780029297e-01,4.520269393920898438e+00
4.401092052459716797e+00,2.299183607101440430e-01,4.497746944427490234e+00,-2.629683065651200000e+13,5.700805297533134964e-30,-3.206047848885399193e-21,1.804822500000000000e+05,-1.859275964535988105e+27,-8.694896891947646210e-21
4.401092052459716797e+00,6.588220596313476562e-02,4.536426067352294922e+00,2.411174774169921875e-01,1.353340148925781250e-01,-5.302841067314147949e-01,-4.174465656280517578e+00,-6.061680912971496582e-01,4.537722110748291016e+00
4.401092052459716797e+00,3.526674583554267883e-02,4.549079895019531250e+00,1.686124801635742188e-01,-2.629683065651200000e+13,-1.146667040697246440e-15,-2.875727649177600000e+13,8.257169653760000000e+11,1.412367152738703082e-37
4.401092052459716797e+00,1.010554935783147812e-02,4.561726570129394531e+00,4.450178146362304688e-02,1.606345176696777344e-01,-5.643883943557739258e-01,-4.176023483276367188e+00,-2.629683065651200000e+13,4.356303405761718750e+01
4.401092052459716797e+00,2.895705634728074074e-03,4.560840129852294922e+00,-5.686855316162109375e-02,1.597480773925781250e-01,-4.960023760795593262e-01,-4.177076339721679688e+00,-6.038314104080200195e-01,4.520269393920898438e+00
4.401092052459716797e+00,1.550071290694177151e-03,4.555924415588378906e+00,-9.291791915893554688e-02,1.548323631286621094e-01,-4.239755272865295410e-01,-4.177567958831787109e+00,-6.039448976516723633e-01,4.502816677093505859e+00
4.401092052459716797e+00,8.297531749121844769e-04,4.548555850982666016e+00,-1.344199180603027344e-01,1.474637985229492188e-01,-2.786405980587005615e-01,-4.178014755249023438e+00,-6.041375994682312012e-01,4.467911243438720703e+00
4.401092052459716797e+00,4.441668861545622349e-04,4.537790775299072266e+00,-1.994962692260742188e-01,1.366987228393554688e-01,-2.789032161235809326e-01,-4.178398609161376953e+00,-6.043585538864135742e-01,4.467911243438720703e+00
4.401092052459716797e+00,2.377625351073220372e-04,4.524060249328613281e+00,-2.303323745727539062e-01,1.229681968688964844e-01,-6.027830392122268677e-02,-4.178705692291259766e+00,-6.045686006546020508e-01,4.415552616119384766e+00
4.401092052459716797e+00,1.272742956643924117e-04,4.507011413574218750e+00,-3.026661872863769531e-01,1.059193611145019531e-01,8.551004528999328613e-02,-4.178923130035400391e+00,-6.047415137290954590e-01,4.380647182464599609e+00
4.398099899291992188e+00,-2.217912860214710236e-02,4.485361099243164062e+00,-3.763065338134765625e-01,8.726119995117187500e-02,5.952092260122299194e-02,-4.179055213928222656e+00,-6.048693656921386719e-01,4.380647182464599609e+00
4.398099899291992188e+00,-1.187248807400465012e-02,4.460770606994628906e+00,-3.987016677856445312e-01,6.267070770263671875e-02,5.033717155456542969e-01,-4.179108142852783203e+00,-6.049481034278869629e-01,4.275930404663085938e+00
4.398099899291992188e+00,-6.355342920869588852e-03,4.431490898132324219e+00,-5.199704170227050781e-01,3.339099884033203125e-02,5.796516537666320801e-01,-4.179108619689941406e+00,-6.049820780754089355e-01,4.258477687835693359e+00
4.398099899291992188e+00,-3.402015194296836853e-03,4.396325588226318359e+00,-5.883011817932128906e-01,-1.774311065673828125e-03,5.814382433891296387e-01,-4.179110050201416016e+00,-6.049807071685791016e-01,4.258477687835693359e+00
4.398099899291992188e+00,-1.821098732762038708e-03,4.359091758728027344e+00,-5.891819000244140625e-01,-3.900814056396484375e-02,8.741421699523925781e-01,-4.179181575775146484e+00,-6.049601435661315918e-01,4.188666820526123047e+00
4.398099899291992188e+00,-9.748341981321573257e-04,4.320387363433837891e+00,-6.327924728393554688e-01,-7.771253585815429688e-02,1.239361524581909180e+00,-4.179408073425292969e+00,-6.049360632896423340e-01,4.101402759552001953e+00
4.356213569641113281e+00,-3.119550943374633789e-01,4.277255058288574219e+00,-7.270784378051757812e-01,-7.895851135253906250e-02,8.762454390525817871e-01,-4.179726123809814453e+00,-6.048991680145263672e-01,4.101402759552001953e+00
4.263464450836181641e+00,-8.565978407859802246e-01,4.231032848358154297e+00,-7.354087829589843750e-01,-3.243160247802734375e-02,5.239579677581787109e-01,-4.179889202117919922e+00,-6.048411726951599121e-01,4.014138698577880859e+00
4.167723178863525391e+00,-1.170392394065856934e+00,4.182575225830078125e+00,-7.953505516052246094e-01,1.485204696655273438e-02,2.258662581443786621e-01,-4.179802417755126953e+00,-6.049114465713500977e-01,3.944327831268310547e+00
4.086941719055175781e+00,-1.227137446403503418e+00,4.130019187927246094e+00,-8.650279045104980469e-01,4.307746887207031250e-02,-1.462116241455078125e-01,-4.179530143737792969e+00,-6.052985191345214844e-01,3.944327831268310547e+00
4.048047065734863281e+00,-9.460762739181518555e-01,4.076085567474365234e+00,-8.438849449157714844e-01,2.803850173950195312e-02,2.255619168281555176e-01,-4.179347991943359375e+00,-6.056796908378601074e-01,3.857063770294189453e+00
4.042063236236572266e+00,-5.509256124496459961e-01,4.021811008453369141e+00,-8.732457160949707031e-01,-2.025222778320312500e-02,8.771395683288574219e-01,-4.179481506347656250e+00,-6.053278446197509766e-01,3.752347230911254883e+00
4.018127918243408203e+00,-4.728743731975555420e-01,3.963779926300048828e+00,-9.601526260375976562e-01,-5.434799194335937500e-02,8.245813846588134766e-01,-4.179844856262207031e+00,-6.042544841766357422e-01,3.752347230911254883e+00
3.967265605926513672e+00,-6.313011646270751953e-01,3.903700828552246094e+00,-9.437084197998046875e-01,-6.356477737426757812e-02,9.545587897300720215e-01,-4.180277824401855469e+00,-6.029193997383117676e-01,3.647630453109741211e+00
3.880500555038452148e+00,-9.830510616302490234e-01,3.842538118362426758e+00,-9.912481307983398438e-01,-3.796243667602539062e-02,8.914626240730285645e-01,-4.180544853210449219e+00,-6.020891070365905762e-01,3.525461196899414062e+00
3.757832288742065430e+00,-1.438290357589721680e+00,3.776196479797363281e+00,-1.104683876037597656e+00,1.836419105529785156e-02,1.054587960243225098e-01,-4.180412292480468750e+00,-6.025156974792480469e-01,3.525461196899414062e+00
3.638156175613403320e+00,-1.659732699394226074e+00,3.706770181655883789e+00,-1.095633029937744141e+00,6.861400604248046875e-02,-9.114426374435424805e-02,-4.179916381835937500e+00,-6.042668819427490234e-01,3.420744419097900391e+00
3.560366630554199219e+00,-1.466835737228393555e+00,3.636279106140136719e+00,-1.135951042175292969e+00,7.591247558593750000e-02,2.079072594642639160e-01,-4.179375171661376953e+00,-6.064165830612182617e-01,3.298574924468994141e+00
3.515488147735595703e+00,-1.118877649307250977e+00,3.561398983001708984e+00,-1.232074737548828125e+00,4.591083526611328125e-02,2.280557751655578613e-01,-4.179055690765380859e+00,-6.078249812126159668e-01,3.298574924468994141e+00
3.503520488739013672e+00,-6.879171729087829590e-01,3.484722614288330078e+00,-1.199769973754882812e+00,-1.879787445068359375e-02,9.488987922668457031e-01,-4.179183959960937500e+00,-6.072289943695068359e-01,3.176405429840087891e+00
3.470609426498413086e+00,-6.129424571990966797e-01,3.407763242721557617e+00,-1.237459182739257812e+00,-6.284618377685546875e-02,1.367903947830200195e+00,-4.179620265960693359e+00,-6.052700877189636230e-01,3.054236173629760742e+00
3.368884801864624023e+00,-1.084451079368591309e+00,3.326836824417114258e+00,-1.323225021362304688e+00,-4.204797744750976562e-02,6.587259769439697266e-01,-4.179923057556152344e+00,-6.040096879005432129e-01,3.054236173629760742e+00
3.222281455993652344e+00,-1.670531868934631348e+00,3.244925737380981445e+00,-1.275769233703613281e+00,2.264428138732910156e-02,-4.497264316839293099e+37,-3.783821004269246313e+23,2.177996034251233052e+28,-8.455294078156800000e+14
3.003872394561767578e+00,-1.658089637756347656e+00,3.077021598815917969e+00,-1.402210474014282227e+00,7.314920425415039062e-02,-1.224986910820007324e-01,-4.178665637969970703e+00,-6.091347336769104004e-01,2.792444467544555664e+00
2.953010082244873047e+00,-1.265746831893920898e+00,2.990422725677490234e+00,-1.346252202987670898e+00,3.741264343261718750e-02,4.833741784095764160e-01,-4.178381919860839844e+00,-6.103973984718322754e-01,2.652822256088256836e+00
2.929074764251708984e+00,-8.555182218551635742e-01,2.904460906982421875e+00,-1.377508401870727539e+00,-2.461385726928710938e-02,1.142553210258483887e+00,-4.178569793701171875e+00,-6.095527410507202148e-01,2.530652761459350586e+00
2.878212451934814453e+00,-8.361303806304931641e-01,2.815265893936157227e+00,-1.446938037872314453e+00,-2.243859153787249886e-38,-1.348865390541866459e+31,2.344306185995971821e+36,2.363403500000000000e+06,1.541990234375000000e+03
2.641851902008056641e+00,-1.635167002677917480e+00,2.639584779739379883e+00,-1.372872114181518555e+00,-2.267122268676757812e-03,5.681411027908325195e-01,-4.179457187652587891e+00,-6.058297157287597656e-01,2.268861055374145508e+00
2.348073091072000000e+13,2.408483266830444336e+00,-1.759183406829833984e+00,2.462333202362060547e+00,-1.368660688400268555e+00,5.384993553161621094e-02,2.614760398864746094e-02,-4.178691864013671875e+00,-6.088812351226806641e-01
2.345653295516967773e+00,-1.408844351768493652e+00,2.376164913177490234e+00,-1.364033460617065430e+00,3.051161766052246094e-02,6.299480795860290527e-01,-4.178440093994140625e+00,-6.099634170532226562e-01,1.989616751670837402e+00
2.300774812698364258e+00,-1.087834835052490234e+00,2.287139892578125000e+00,-1.454427719116210938e+00,-1.363492012023925781e-02,6.366158127784729004e-01,-4.178551673889160156e+00,-6.094698905944824219e-01,1.989616751670837402e+00
2.246920585632324219e+00,-9.827349781990051270e-01,2.197240114212036133e+00,-1.399485588073730469e+00,-4.968047142028808594e-02,9.867014884948730469e-01,-4.178957462310791016e+00,-6.076883077621459961e-01,1.867447257041931152e+00
2.178106784820556641e+00,-1.037702441215515137e+00,2.108832359313964844e+00,-1.404050588607788086e+00,-6.927442550659179688e-02,1.251108646392822266e+00,-4.179535865783691406e+00,-6.052818298339843750e-01,1.727825045585632324e+00
2.052446603775024414e+00,-1.489790678024291992e+00,2.017944335937500000e+00,-1.474813461303710938e+00,-3.450226783752441406e-02,4.550241827964782715e-01,-4.179831981658935547e+00,-6.041198372840881348e-01,1.727825045585632324e+00
1.902851462364196777e+00,-1.909754872322082520e+00,1.927300333976745605e+00,-1.403823375701904297e+00,2.444887161254882812e-02,8.850812911987304688e-02,-4.179619312286376953e+00,-6.049427986145019531e-01,1.605655550956726074e+00
1.777191400527954102e+00,-1.956599473953247070e+00,1.839028239250183105e+00,-1.396297931671142578e+00,6.183683872222900391e-02,1.168919801712036133e-01,-4.179082870483398438e+00,-6.070989966392517090e-01,1.466033220291137695e+00
1.687434315681457520e+00,-1.714729547500610352e+00,1.748908519744873047e+00,-1.458870887756347656e+00,6.147420406341552734e-02,-1.157571077346801758e-01,-4.178560733795166016e+00,-6.093524098396301270e-01,1.466033220291137695e+00
1.639563798904418945e+00,-1.273821592330932617e+00,1.659431695938110352e+00,-1.383225917816162109e+00,1.986789703369140625e-02,3.864662647247314453e-01,-4.178398132324218750e+00,-6.101073622703552246e-01,1.361316680908203125e+00
1.618620514869689941e+00,-8.375942111015319824e-01,1.573285341262817383e+00,-1.350980877876281738e+00,-4.533517360687255859e-02,1.147492647171020508e+00,-4.178759574890136719e+00,-2.516148879360000000e+11,-1.427117444581940398e-37
1.483984708786010742e+00,-1.096329212188720703e+00,1.400974035263061523e+00,-1.318108320236206055e+00,-8.301067352294921875e-02,8.705148696899414062e-01,-4.180140495300292969e+00,-6.022469997406005859e-01,1.116977810859680176e+00
1.355332851409912109e+00,-1.543417453765869141e+00,1.318892240524291992e+00,-1.287269592285156250e+00,-3.644061088562011719e-02,5.775244832038879395e-01,-4.180437088012695312e+00,-6.010589003562927246e-01,9.948083758354187012e-01
1.214713335037231445e+00,-1.871725559234619141e+00,1.236686825752258301e+00,-1.318838834762573242e+00,2.197349071502685547e-02,-2.057184576988220215e-01,-4.180257797241210938e+00,-6.017670035362243652e-01,9.948083758354187012e-01
1.107004761695861816e+00,-1.802769660949707031e+00,1.156414747238159180e+00,-1.232179880142211914e+00,3.450655585315163076e-33,2.519045067036578903e+34,7.843414806529835914e-09,1.444165316846768299e-12,5.540476895877589263e-30
1.020239472389221191e+00,-9.549452662467956543e-01,1.003131031990051270e+00,-1.222173452377319336e+00,-1.710844039916992188e-02,4.043646454811096191e-01,-4.179741382598876953e+00,-6.039211153984069824e-01,7.853749394416809082e-01
1.023231387138366699e+00,-4.889366924762725830e-01,9.290267825126647949e-01,-1.133426427841186523e+00,-9.420460462570190430e-02,1.136587619781494141e+00,-4.180403709411621094e+00,-6.007502675056457520e-01,6.806583404541015625e-01
9.963042736053466797e-01,-4.619362950325012207e-01,8.582715988159179688e-01,-1.112404108047485352e+00,-1.380326747894287109e-01,1.406817555427551270e+00,-4.181375026702880859e+00,-5.964634418487548828e-01,5.933943986892700195e-01
8.856037855148315430e-01,-1.070354819297790527e+00,7.879060506820678711e-01,-1.119644165039062500e+00,-9.769773483276367188e-02,5.834095478057861328e-01,-4.182075500488281250e+00,-5.937088727951049805e-01,5.933943986892700195e-01
7.270328402519226074e-01,-1.751967668533325195e+00,7.202402353286743164e-01,-1.031773090362548828e+00,-6.792604923248291016e-03,-1.163287758827209473e-01,-4.182124614715576172e+00,-5.935273170471191406e-01,5.061305761337280273e-01
5.983809232711791992e-01,-1.894381046295166016e+00,6.563590764999389648e-01,-9.968181848526000977e-01,5.797815322875976562e-02,-3.736157417297363281e-01,-4.181716442108154297e+00,-5.951060652732849121e-01,4.188666343688964844e-01
5.205914378166198730e-01,-1.592442512512207031e+00,5.933023691177368164e-01,-1.003487586975097656e+00,7.271093130111694336e-02,-5.222879052162170410e-01,-4.181234359741210938e+00,-5.972104072570800781e-01,4.188666343688964844e-01
5.056319236755371094e-01,-9.636614918708801270e-01,5.326552987098693848e-01,-9.248692393302917480e-01,6.419965075110667385e-07,-2.376996271777898073e-04,-3.840994315881183795e-25,-2.170200115542987698e+28,-1.792893909087258663e-22
5.056319236755371094e-01,-2.864709496498107910e-01,4.197739064693450928e-01,-8.933377861976623535e-01,-8.585801720619201660e-02,8.485255837440490723e-01,-4.181701183319091797e+00,-5.945646166801452637e-01,2.617916762828826904e-01
5.056319236755371094e-01,-1.533479094505310059e-01,3.656692802906036377e-01,-8.269050717353820801e-01,-1.399626433849334717e-01,1.147438883781433105e+00,-4.182416915893554688e+00,-5.909893512725830078e-01,2.094333171844482422e-01
4.816966652870178223e-01,-2.600505650043487549e-01,3.151510059833526611e-01,-7.786152362823486328e-01,-1.665456593036651611e-01,1.204016089439392090e+00,-4.183292388916015625e+00,-5.874050855636596680e-01,2.348073091072000000e+13
2.632876336574554443e-01,-1.367633223533630371e+00,2.227982431650161743e-01,-6.627391576766967773e-01,-4.048939049243927002e-02,-2.100021243095397949e-01,-4.184172153472900391e+00,-5.846120119094848633e-01,1.221694424748420715e-01
1.735304743051528931e-01,-1.399456501007080078e+00,1.833877861499786377e-01,-5.915780067443847656e-01,9.857311844825744629e-03,-3.841594159603118896e-01,-4.184118270874023438e+00,-5.847743153572082520e-01,6.981111317873001099e-02
1.436114311218261719e-01,-9.715831875801086426e-01,1.471697986125946045e-01,-5.594114661216735840e-01,3.558367490768432617e-03,-2.593676447868347168e-01,-4.184100151062011719e+00,-5.848373770713806152e-01,6.981111317873001099e-02
1.436114311218261719e-01,-5.200884938240051270e-01,1.142368763685226440e-01,-4.893380403518676758e-01,-2.937455475330352783e-02,1.506690979003906250e-01,-4.184234619140625000e+00,-5.842884778976440430e-01,3.490555658936500549e-02
1.436114311218261719e-01,-2.784033715724945068e-01,8.491918444633483887e-02,-4.434371292591094971e-01,-5.869224667549133301e-02,3.652095198631286621e-01,-4.184473514556884766e+00,-5.831934213638305664e-01,1.745277829468250275e-02
1.436114311218261719e-01,-1.490293294191360474e-01,5.854572355747222900e-02,-3.960028290748596191e-01,-8.506570756435394287e-02,4.409946203231811523e-01,-4.184782028198242188e+00,-5.817029476165771484e-01,1.745277829468250275e-02
